,brand,name,price,spec_rating,processor,CPU,Ram,ROM,ROM_type,GPU,display_size,resolution,OS,warranty
521,HP,Victus 15-fb0050AX Gaming Laptop,63490,71.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
522,Lenovo,IdeaPad Slim 5 82SF008YIN Laptop,60990,66.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
523,Lenovo,IdeaPad Slim 3 82KU017EIN Laptop,39900,64.0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
524,Asus,VivoBook 15 X1500EA-EJ322WS Laptop,33990,,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4  ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
525,HP,Pavilion 15s-fq5112TU Laptop,57580,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
526,Asus,ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,339990,85.0,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",32GB DDR5 ,2TB,SSD,16GB NVIDIA GeForce RTX 3080 Ti,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
527,HP,15s-fq2672TU Laptop,34999,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
528,HP,15s-fq5111TU Laptop,54990,61.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
529,HP,15s-dr3506TU Laptop,35999,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,1TB,Hard-Disk,256GB SSD,Intel UHD Graphics,,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
530,HP,15s-du3614TU Laptop,41710,65.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,1TB,Hard-Disk,256GB SSD,Intel Integrated UHD,,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
531,Dell,Vostro 5625 laptop,50090,67.0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon Graphics,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
532,HP,Pavilion 14s- fy1003AU Laptop,45890,,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
533,HP,15s-eq1559AU Laptop,29990,,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon Graphics,15.6inches,1366x768pixels,Windows 11 OS,1 Year Warranty
534,HP,15s-FR2511TU Laptop,37672,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
535,Dell,G15-5525 Gaming Laptop,83523,77.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
536,Acer,Aspire 5 A515-57G Gaming Laptop,52128,66.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
537,Acer,Aspire 3 A315-59 Laptop,39990,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics ,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
538,Dell,Inspiron 3525 Laptop,54790,66.0,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon Radeon Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
539,Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,147090,86.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32GB LPDDR5 ,2TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
540,HP,Pavilion 14-dv2041TU Laptop,67990,61.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
541,MSI,Thin GF63 11SC-853IN Gaming Laptop,49290,70.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA Geforce GTX1650 Max Q,15.6inches,1920x1080pixels,Windows 10 OS,2 Year Warranty
542,Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,51990,62.0,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6inches,1920x1080pixels,Windows 11  OS,1 Year Warranty
543,HP,Pavilion 14-dv2015TU Laptop,83149,64.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,1TB,SSD,Intel Iris Xe Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
544,HP,Pavilion 15s-FQ5009TU Laptop,54999,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
545,Samsung,Galaxy Book2 15 Laptop,74990,65.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR4 ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
546,Lenovo,IdeaPad Gaming 3 82K200X3IN Laptop,66990,67.0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
547,HP,Pavilion 15-eg2009TU Laptop,61990,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
548,HP,Pavilion 14-ec1003AU Laptop,51573,,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
549,Acer,Aspire 3 A315-58 Laptop UN.ADDSI.036 Laptop,31500,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,256GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows OS,1 Year Warranty
550,Samsung,Galaxy Book Go Laptop,29990,,2nd Gen Qualcomm Snapdragon 7c,4 GB LPDDR4x  RAM,128GB Hard Disk,Qualcomm,Adreno,"14inches, 1920x1080pixels",Windows 11 OS,,1 Year Warranty,
551,Acer,Extensa EX215-54 NX.EGJSI.00E Laptop,29000,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",4GB DDR4 ,256GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
552,HP,15s-eq2143au Laptop,32990,,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon AMD,15.6inches,1920x1080pixels,Windows OS,1 Year Warranty
553,Dell,Inspiron 3511 Laptop,35990,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.56inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
554,Lenovo,Ideapad 15ALC6 82KU017KIN Laptop,36990,,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
555,Apple,MacBook Pro 14 inch MKGQ3HN Laptop,239900,,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16GB Unified Memory ,1TB,SSD,16-core GPU,14.2inches,3024x1964pixels,Mac OS,1 Year Warranty
556,Apple,MacBook Pro 16 inch MK1A3HN Laptop,309490,60.0,Apple M1 Max M1 Max,10 Cores,32GB Unified Memory ,1TB,SSD,32-core GPU,16.2inches,3456x2234pixels,Mac OS,1 Year Warranty
557,Dell,Inspiron 3511 Laptop,49990,,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 10  OS,1 Year Warranty
558,Dell,Inspiron 3511 Laptop,40250,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,1TB,Hard-Disk,256GB SSD,Intel Integrated,,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
559,Lenovo,IdeaPad 3 CB 11IGL05 82BA001PHA Laptop,17500,,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB LPDDR4 ,Intel,Integrated,"11.6inches, 1366x768pixels",Chrome OS,,1 Year Warranty,Backlit Keyboard
560,Asus,VivoBook F571LH-BQ435T Gaming Laptop,59990,72.0,10th Gen Intel Core i7 10870H,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
561,Dell,Inspiron 3511 Laptop,57990,65.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,1TB,Hard-Disk,256GB SSD,2GB NVIDIA GeForce MX350,,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
562,Realme,Book Slim Laptop,36999,,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB LPDDR4x  ,256GB,SSD,Intel UHD Graphics,14inches,1440x2160pixels,Windows 10 OS,1 Year Warranty
563,Xiaomi,RedmiBook Pro 15 Laptop,53990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",16GB DDR4  ,512GB,SSD,AMD Radeon Graphics,15.6inches,3200x2000pixels,Windows 10  OS,1 Year Warranty
564,Xiaomi,RedmiBook Pro 14 Laptop,48990,62.0,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16GB DDR4  ,512GB,SSD,AMD Radeon Graphics,14inches,2560x1600pixels,Windows 10  OS,1 Year Warranty
565,Vaio,SE14 NP14V3IN033P Laptop,39990,,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,14inches,1920x1080pixels,Windows 10 OS,2 Year Warranty
566,HP,15s-GR0012AU Laptop,37290,61.0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB DDR4 ,1TB,Hard-Disk,256GB SSD,AMD Radeon Vega 6,,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
567,Huawei,Qingyun L410 Laptop,44990,,HiSilicon  Kirin 990 990,8 GB  RAM,512GB SSD,"14inches,",1920x1080pixels,Linux OS,1 Year Warranty,,Backlit Keyboard,1 USB 3.0 Ports
568,Microsoft,Surface Laptop 3 1873,60390,,3rd Gen AMD Ryzen 5  3580U,"Quad Core, 8 Threads",8GB DDR4 ,128GB,SSD,AMD Radeon Vega 9,15inches,2496x1664pixels,Windows 10 OS,1 Year Warranty
569,Huawei,MateBook D15 Laptop,54999,65.0,3rd Gen AMD Ryzen 5 3500U ,"Quad Core, 8 Threads",8GB DDR4  ,256GB,SSD,2GB NVIDIA GeForce MX250,15.6inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
570,HP,EliteBook 840 G6,90464,,8th Gen Intel Core i5 8265U,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Integrated UHD Graphics 620,14inches,1920x1080pixels,Windows 10 OS,3 Year Warranty
571,Acer,Swift SF514-52T NX.GTMSI.025 Laptop,54490,61.0,8th Gen Intel Core i5 8250U,"Quad Core, 8 Threads",8GB DDR3 ,512GB,SSD,Intel Integrated UHD 620,14inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
572,Apple,MacBook Pro 2018 13-inch Touch Bar Laptop,199900,,Intel,Quad Core,8GB DDR3 ,512GB,SSD,Intel Iris Plus Graphics 655,13.3inches,1600x2560pixels,Mac High Sierra OS,1 Year Warranty
573,Dell,Precision 3470 Laptop,113000,,12th Gen Intel Core i5 1250P,"12 Cores (4P + 8E), 16 Threads",32GB  ,512GB,SSD,4GB NVIDIA T550 ,14inches,1920x1080pixels,Windows 10 OS,Backlit Keyboard
574,Dell,Latitude 13 5320 2 in 1 Laptop,89999,62.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,256GB,SSD,Intel UHD Graphics,13.3inches,1920x1080pixels,Windows 10  OS,1 Year Warranty
575,Dell,Latitude 9430 Laptop,260000,62.0,12th Gen Intel Core i7 1265U,"10 Cores (2P + 8E), 12 Threads",32GB LPDDR5 ,1TB,SSD,Intel Iris Xe Graphics,14.1inches,2560x1600pixels,Windows OS,1 Year Warranty
576,Acer,Aspire Lite 15 AL15-51 2023  Laptop,45999,64.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB DDR4 ,1TB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
577,Lenovo,Thinkpad P16s 21BTS0DG00 Laptop,106990,69.0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,1TB,SSD,Intel UHD Graphics,16inches,1920x1200pixels,Windows 11 OS,3 Year Warranty
578,Lenovo,ThinkPad X1 Carbon 21HMS00000 Laptop,221990,64.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR5 ,1TB,SSD,Intel Iris Xe Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
579,Avita,Liber AM15A2INT56F Laptop,41249,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB  ,512GB,SSD,Intel Integrated Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
580,Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,146990,86.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32GB LPDDR5 ,2TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
581,HP,Pavilion 14-dv2041TU Laptop,67990,61.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
582,Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,52990,62.0,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6inches,1920x1080pixels,Windows 11  OS,1 Year Warranty
583,Acer,Swift 3 SF314-512 NX.K0FSI.002 Laptop,59990,,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB LPDDR4X ,512GB,SSD,Intel Integrated Iris Xe,14inches,2560x1440pixels,Windows 11 OS,1 Year Warranty
584,Dell,Inspiron 15 3511 Laptop,52990,,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD Graphics,15.6inches,1920x1080pixels,Windows 11  OS,1 Year Warranty
585,Samsung,Galaxy Book2 15 Laptop,64490,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR4X ,512GB,SSD,Intel Integrated Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
586,Samsung,Galaxy Book2 Laptop,78990,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB LPDDR4x ,512GB,SSD,4GB Intel Arc A350M Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
587,Samsung,Galaxy Book2 15 Laptop,59900,,12th Gen Intel Core i5 1235U ,"10 Cores, 12 Threads",8GB LPDDR4 ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
588,HP,Pavilion 14-EC1019AU Laptop,55990,,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon AMD,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
589,Lenovo,V15-IGL 82C3A008IH Laptop,19990,,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4GB DDR4 ,256GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,DOS OS,1 Year Warranty
590,Realme,Book Prime Laptop,47990,63.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16GB LPDDR4X ,512GB,SSD,Intel Iris Xe Graphics,14inches,2160x1440pixels,Windows 11 OS,1 Year Warranty
591,HP,247 G8 67U77PA Laptop,25990,,AMD Athlon P3045B 3045B ,8 GB DDR4 RAM,1TB Hard Disk,AMD,Radeon,"14inches, 1366x768pixels",Windows 11 OS,,1 Year Warranty,2 USB 3.0 Ports
592,Samsung,Galaxy Book Go Laptop,32990,,2nd Gen Qualcomm Snapdragon 7c,4 GB LPDDR4x  RAM,128GB Hard Disk,Qualcomm,Adreno,"14inches, 1920x1080pixels",Windows 11 OS,,1 Year Warranty,
593,Samsung,Galaxy Book2 Pro 360 13 Laptop,112990,72.0,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,13.3inches,1080x1920pixels,Windows 11 OS,1 Year Warranty
594,Samsung,Galaxy Book2 Pro 13 Laptop,101990,67.0,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,13.3inches,1080x1920pixels,Windows 11 OS,1 Year Warranty
595,Samsung,Galaxy Book2 Pro 360 13 Laptop,102990,71.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,13.3inches,1080x1920pixels,Windows 11 OS,1 Year Warranty
596,Asus,Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop,33499,,Intel Pentium Silver  N6000,"Quad Core, 4 Threads",4GB LPDDR4X  ,128GB,Hard-Disk,Intel UHD Graphics,13.3inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
597,HP,15s-eq2143au Laptop,33999,,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon AMD,15.6inches,1920x1080pixels,Windows OS,1 Year Warranty
598,Lenovo,Ideapad 15ALC6 82KU017KIN Laptop,36990,,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
599,Apple,MacBook Pro 16 inch MK183HN Laptop,215994,,Apple M1 Pro M1 Pro,10 Cores,16GB Unified Memory ,512GB,SSD,16-core GPU,16.2inches,3456x2234pixels,Mac OS,1 Year Warranty
600,Apple,MacBook Pro 14 inch MKGQ3HN Laptop,215994,,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16GB Unified Memory ,1TB,SSD,16-core GPU,14.2inches,3024x1964pixels,Mac OS,1 Year Warranty
601,Asus,VivoBook X509FA-BR301T Laptop,26500,,10th Gen Intel Core i3 10110U ,"Dual Core, 4 Threads",4GB DDR4  ,1TB,Hard-Disk,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
602,Xiaomi,Mi Notebook Ultra Laptop,45989,64.0,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,3200x2000pixels,Windows 10  OS,1 Year Warranty
603,Xiaomi,Mi Notebook Pro X 15 Laptop,79990,65.0,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",16GB LPDDR4x  ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,2160x3456pixels,Windows 10  OS,1 Year Warranty
604,Dell,Inspiron 5518 Laptop,68000,70.0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",16GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
605,Lenovo,IdeaPad 3 15ITL6 82H8014BIN Laptop,47925,60.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated Iris Xe,15.6inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
606,Xiaomi,RedmiBook Pro 15 Laptop,59990,70.0,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",16GB DDR4  ,512GB,SSD,AMD Radeon Graphics,15.6inches,3200x2000pixels,Windows 10  OS,1 Year Warranty
607,HP,15s-GR0012AU Laptop,37290,61.0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB DDR4 ,1TB,Hard-Disk,256GB SSD,AMD Radeon Vega 6,,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
608,Huawei,Qingyun L410 Laptop,44990,,HiSilicon  Kirin 990 990,8 GB  RAM,512GB SSD,"14inches,",1920x1080pixels,Linux OS,1 Year Warranty,,Backlit Keyboard,1 USB 3.0 Ports
609,Dell,Latitude 3410 Laptop,67800,,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel HD,14inches,1366x768pixels,Ubuntu OS,1 Year Warranty
610,Microsoft,Surface Laptop 3 1873,60490,,3rd Gen AMD Ryzen 5  3580U,"Quad Core, 8 Threads",8GB DDR4 ,128GB,SSD,AMD Radeon Vega 9,15inches,2496x1664pixels,Windows 10 OS,1 Year Warranty
611,Apple,MacBook Air 2020 Laptop,72999,,10th Gen Intel Core i3,"Quad Core, 8 Threads",8GB LPDDR4X ,256GB,SSD,Intel Iris Plus,13.3inches,2560x1600pixels,Mac 10.15.3	 OS,Backlit Keyboard
612,Apple,MacBook Air 2020 Laptop,109999,,10th Gen Intel Core i7,"Quad Core, 8 Threads",8GB LPDDR4X ,512GB,SSD,Intel Iris Plus,13.3inches,2560x1600pixels,Mac 10.15.3	 OS,Backlit Keyboard
613,Samsung,Galaxy Chromebook Laptop,71800,,10th Gen Intel Core i5,16 GB LPDDR3 RAM,1TB SSD,Intel,Integrated,"13.3inches, 3840x2160pixels, Touch Screen",Chrome OS,,1 Year Warranty,Backlit Keyboard
614,HP,EliteBook 840 G6,90464,,8th Gen Intel Core i5 8265U,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Integrated UHD Graphics 620,14inches,1920x1080pixels,Windows 10 OS,3 Year Warranty
615,Dell,Inspiron 5370 Laptop,87990,67.0,8th Gen Intel Core i7 8550U,"Quad Core, 8 Threads",8GB DDR4 ,256GB,SSD,4GB Geforce MX130,13.3inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
616,HP,ZBook 15 G6 Laptop,121900,69.0,9th Gen intel Core i7 9750H,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,Intel UHD Graphics 630,15.6inches,3840x2160pixels,Windows 10 OS,1 USB 3.0 Ports
617,Asus,ZenBook Pro 15 UX580GE-E2032T Laptop,136490,,8th Gen Intel Core i9 8950HK,"Hexa Core, 12 Threads",16GB DDR4 ,1TB,SSD,4GB NVIDIA Geforce GTX 1050Ti,15.6inches,3840x2160pixels,Windows 10 OS,1 Year Warranty
618,Apple,MacBook Pro 2018 13-inch Touch Bar Laptop,199900,,Intel,Quad Core,8GB DDR3 ,512GB,SSD,Intel Iris Plus Graphics 655,13.3inches,1600x2560pixels,Mac High Sierra OS,1 Year Warranty
619,iBall,Excelance CompBook Laptop,9999,,Intel Atom Quad Core Z3735F,Quad Core,2GB DDR3 ,32GB,Hard-Disk,Intel HD Graphics,11.6inches,1366x768pixels,Windows 10 OS,1 Year Warranty
620,Gigabyte,G5 MF-E2IN313SHLaptop,143700,77.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB DDR4 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
621,HP,15s-er2004AU Laptop,50490,,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
622,Dell,Inspiron 3530 IN3530RMD8W001ORS1 Laptop,71990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,1TB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
623,Dell,G15-5530 15 2023 Gaming Laptop,136899,75.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
624,Lenovo,IdeaPad Flex 5 82R9008FIN Laptop,62990,69.0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
625,Asus,Vivobook Go 14 E1404FA-NK547WS Laptop,43990,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon AMD,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
626,Acer,Aspire 3 A315-24P NX.KDESI.00B Laptop,33990,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon AMD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
627,Asus,Vivobook 15X OLED M3504YA-LK552WS Laptop,58990,65.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB DDR4 ,1TB,SSD,Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
628,MSI,Katana 15 B12VGK-1295IN Gaming Laptop,136990,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
